image_id,identifier,response,time_taken,actual,correct,,
795_clear.png,carly,0,20.37033129,0,TRUE,,
365_clear.png,carly,0,3.872494698,0,TRUE,,
2137_infected.png,carly,1,8.98966217,1,TRUE,,
1767_conidiophore.png,carly,2,5.766497612,2,TRUE,,
1209_clear.png,carly,0,8.915284872,0,TRUE,,
2079_conidiophore.png,carly,2,3.529850483,2,TRUE,,
753_clear.png,carly,0,4.822740555,0,TRUE,,
2021_infected.png,carly,1,24.47006559,1,TRUE,,
132_clear.png,carly,0,11.54486609,0,TRUE,,
790_infected.png,carly,1,5.246414423,1,TRUE,,
399_infected.png,carly,1,9.857298613,1,TRUE,,
1912_clear.png,carly,0,11.45356417,0,TRUE,,
511_conidiophore.png,carly,2,15.47298598,2,TRUE,,
114_clear.png,carly,0,3.915722847,0,TRUE,,
1347_conidiophore.png,carly,2,9.716003418,2,TRUE,,
1940_conidiophore.png,carly,2,24.86116409,2,TRUE,,
1433_infected.png,carly,1,5.963460445,1,TRUE,,
1452_conidiophore.png,carly,2,2.414532661,2,TRUE,,
1961_conidiophore.png,carly,2,10.32628107,2,TRUE,,
1983_infected.png,carly,1,9.607646942,1,TRUE,,
293_conidiophore.png,carly,2,3.211086273,2,TRUE,,
1247_clear.png,carly,0,3.841338634,0,TRUE,,
567_conidiophore.png,carly,2,5.424215794,2,TRUE,,
1754_conidiophore.png,carly,1,25.5051651,2,FALSE,,
1740_infected.png,carly,1,7.303755999,1,TRUE,,
103_clear.png,carly,0,5.27011466,0,TRUE,,
2140_clear.png,carly,0,3.53336215,0,TRUE,,
1607_conidiophore.png,carly,2,4.122918844,2,TRUE,,
1613_conidiophore.png,carly,2,4.129907131,2,TRUE,,
386_clear.png,carly,0,6.60838294,0,TRUE,,
1407_clear.png,carly,0,5.482209206,0,TRUE,,
2177_clear.png,carly,0,6.959378242,0,TRUE,,
1660_conidiophore.png,carly,2,2.640657187,2,TRUE,,
924_clear.png,carly,0,11.60780239,0,TRUE,,
988_conidiophore.png,carly,2,2.634999275,2,TRUE,,
99_conidiophore.png,carly,2,11.37866354,2,TRUE,,
352_conidiophore.png,carly,2,9.578450203,2,TRUE,,
439_conidiophore.png,carly,2,20.08394265,2,TRUE,,
2082_infected.png,carly,1,6.388929844,1,TRUE,,
