image_id,identifier,response,time_taken,actual,correct,,
1181_infected.png,dave,1,12.96267366,1,True,,
103_clear.png,dave,0,2.902624846,0,True,,
1394_conidiophore.png,dave,2,3.663192034,2,True,,
2082_infected.png,dave,0,2.418132782,1,False,,
1754_conidiophore.png,dave,2,2.246124268,2,True,,
1700_conidiophore.png,dave,2,1.465923071,2,True,,
365_clear.png,dave,0,2.995569706,0,True,,
1116_conidiophore.png,dave,2,1.709366798,2,True,,
2019_infected.png,dave,1,5.403295994,1,True,,
2177_clear.png,dave,0,3.477653265,0,True,,
1614_infected.png,dave,2,1.553775787,1,False,,
334_infected.png,dave,2,1.350376129,1,False,,
1375_clear.png,dave,0,3.455168009,0,True,,
1408_conidiophore.png,dave,2,1.273577452,2,True,,
352_conidiophore.png,dave,2,1.158207417,2,True,,
2021_infected.png,dave,2,2.104543447,1,False,,
1458_infected.png,dave,2,3.486570835,1,False,,
1407_clear.png,dave,0,3.131077528,0,True,,
221_clear.png,dave,1,6.202698469,0,False,,
682_clear.png,dave,0,7.117542505,0,True,,
2079_conidiophore.png,dave,2,1.414307594,2,True,,
1247_clear.png,dave,1,4.511353254,0,False,,
399_infected.png,dave,1,1.533871174,1,True,,
1126_conidiophore.png,dave,2,1.307944298,2,True,,
1501_infected.png,dave,1,2.688900471,1,True,,
266_clear.png,dave,0,5.194242001,0,True,,
1993_conidiophore.png,dave,2,2.768243074,2,True,,
293_conidiophore.png,dave,2,1.293409348,2,True,,
1545_conidiophore.png,dave,2,1.100003958,2,True,,
114_clear.png,dave,0,2.585757256,0,True,,
988_conidiophore.png,dave,2,1.109211922,2,True,,
1084_clear.png,dave,0,3.210122108,0,True,,
277_infected.png,dave,1,8.144872189,1,True,,
858_clear.png,dave,0,7.488010168,0,True,,
812_conidiophore.png,dave,2,1.204205513,2,True,,
99_conidiophore.png,dave,2,0.921578407,2,True,,
2206_infected.png,dave,1,9.310599089,1,True,,
1365_infected.png,dave,2,2.230774879,1,False,,
447_clear.png,dave,0,4.373293161,0,True,,
2074_infected.png,dave,2,4.289743662,1,False,,
130_infected.png,dave,2,4.376173735,1,False,,
174_clear.png,dave,0,3.094418287,0,True,,
132_clear.png,dave,0,1.591240168,0,True,,
1652_clear.png,dave,1,6.180262804,0,False,,
567_conidiophore.png,dave,2,1.450184345,2,True,,
1812_infected.png,dave,2,1.570225477,1,False,,
1452_conidiophore.png,dave,2,0.950814009,2,True,,
1740_infected.png,dave,1,7.353488445,1,True,,
1940_conidiophore.png,dave,2,1.227739573,2,True,,
1493_clear.png,dave,0,2.830922604,0,True,,
891_clear.png,dave,0,3.202937365,0,True,,
924_clear.png,dave,0,2.208922148,0,True,,
2056_infected.png,dave,1,1.941746473,1,True,,
386_clear.png,dave,0,1.844625711,0,True,,
753_clear.png,dave,0,1.712558985,0,True,,
2137_infected.png,dave,1,3.293433428,1,True,,
1670_conidiophore.png,dave,2,1.282141209,2,True,,
437_conidiophore.png,dave,2,1.070885658,2,True,,
1513_infected.png,dave,2,1.064713717,1,False,,
790_infected.png,dave,1,4.416363478,1,True,,
1164_infected.png,dave,1,1.917369127,1,True,,
1745_clear.png,dave,0,1.397972345,0,True,,
1347_conidiophore.png,dave,2,2.895141125,2,True,,
1209_clear.png,dave,0,1.623120308,0,True,,
511_conidiophore.png,dave,2,1.175461769,2,True,,
1135_clear.png,dave,0,2.401741266,0,True,,
795_clear.png,dave,0,4.47152853,0,True,,
1961_conidiophore.png,dave,2,1.484313726,2,True,,
1613_conidiophore.png,dave,2,1.476917028,2,True,,
2068_clear.png,dave,0,1.495883465,0,True,,
124_conidiophore.png,dave,2,1.55422473,2,True,,
507_infected.png,dave,0,8.20840168,1,False,,
1783_infected.png,dave,1,1.776885986,1,True,,
11_clear.png,dave,0,4.078052044,0,True,,
17_conidiophore.png,dave,2,1.362151384,2,True,,
1767_conidiophore.png,dave,2,1.061204433,2,True,,
1027_clear.png,dave,0,1.820127249,0,True,,
474_infected.png,dave,1,1.499196529,1,True,,
2003_infected.png,dave,1,2.214180231,1,True,,
2179_conidiophore.png,dave,2,1.161818504,2,True,,
1244_clear.png,dave,0,3.25350976,0,True,,
1433_infected.png,dave,0,7.224584341,1,False,,
1186_conidiophore.png,dave,2,1.256566763,2,True,,
513_clear.png,dave,0,2.750924826,0,True,,
1070_infected.png,dave,1,1.434255123,1,True,,
1660_conidiophore.png,dave,2,1.133358955,2,True,,
616_infected.png,dave,0,1.663649797,1,False,,
2140_clear.png,dave,0,1.214583635,0,True,,
1607_conidiophore.png,dave,2,2.606182337,2,True,,
1789_conidiophore.png,dave,1,2.560892105,2,False,,
1884_clear.png,dave,0,2.025504827,0,True,,
4_conidiophore.png,dave,2,1.14910531,2,True,,
1211_infected.png,dave,1,1.47743845,1,True,,
1962_conidiophore.png,dave,2,1.004122734,2,True,,
419_infected.png,dave,1,7.424007893,1,True,,
116_conidiophore.png,dave,2,1.247147322,2,True,,
1983_infected.png,dave,2,2.37915206,1,False,,
2014_clear.png,dave,0,2.782980919,0,True,,
439_conidiophore.png,dave,2,1.637704849,2,True,,
1912_clear.png,dave,0,1.344879389,0,True,,
,,,,,,,
,,,,,,Correct:,82
,,,,,,Incorrect:,17
,,,,,,Average Time:,2.82068578
,,,,,,Std_Dev:,2.172610461
