image_id,response,time_taken
1027_clear.png,0,11.11992073059082
2056_infected.png,1,11.866416215896606
1670_conidiophore.png,2,1.699927806854248
132_clear.png,0,15.112166166305542
988_conidiophore.png,2,1.877286672592163
2003_infected.png,1,6.983344554901123
858_clear.png,0,4.9587976932525635
2179_conidiophore.png,2,1.587583065032959
1408_conidiophore.png,2,1.1286635398864746
1660_conidiophore.png,2,1.112645149230957
1452_conidiophore.png,2,1.3679471015930176
1084_clear.png,0,3.018768548965454
114_clear.png,0,2.2052831649780273
221_clear.png,1,7.12981915473938
1513_infected.png,1,5.383576154708862
437_conidiophore.png,2,1.1191740036010742
1767_conidiophore.png,2,1.6011059284210205
1407_clear.png,0,2.3910861015319824
795_clear.png,0,12.212861061096191
174_clear.png,0,3.3977982997894287
2019_infected.png,1,3.960663318634033
1116_conidiophore.png,2,2.1045868396759033
474_infected.png,1,3.2945923805236816
365_clear.png,0,2.925940990447998
616_infected.png,0,5.193645000457764
1375_clear.png,0,3.8700406551361084
1070_infected.png,1,7.141381025314331
124_conidiophore.png,2,1.3535308837890625
753_clear.png,0,2.2071125507354736
103_clear.png,0,4.012470722198486
399_infected.png,1,7.140671730041504
1247_clear.png,0,2.812983512878418
1186_conidiophore.png,2,6.393676519393921
1962_conidiophore.png,2,1.9940879344940186
447_clear.png,0,6.975399494171143
1652_clear.png,0,4.404154062271118
1783_infected.png,0,4.738340139389038
2079_conidiophore.png,2,1.5317962169647217
439_conidiophore.png,2,2.1699142456054688
790_infected.png,1,4.661735773086548
386_clear.png,0,6.421804428100586
334_infected.png,1,2.1703813076019287
1613_conidiophore.png,2,2.4810991287231445
1545_conidiophore.png,2,1.956718921661377
1394_conidiophore.png,2,3.047288417816162
1614_infected.png,1,3.404309034347534
1433_infected.png,1,2.6017746925354004
4_conidiophore.png,2,1.297964096069336
293_conidiophore.png,2,0.9890096187591553
2068_clear.png,0,2.317605495452881
1181_infected.png,1,12.275713920593262
1126_conidiophore.png,2,1.2487168312072754
1458_infected.png,1,3.926215410232544
1961_conidiophore.png,2,1.5977907180786133
1501_infected.png,1,10.514050722122192
513_clear.png,0,2.9784255027770996
2014_clear.png,0,2.502795696258545
2206_infected.png,1,5.031416893005371
266_clear.png,0,3.3961682319641113
1209_clear.png,0,3.0807600021362305
116_conidiophore.png,2,1.4313459396362305
507_infected.png,1,12.446381568908691
511_conidiophore.png,2,1.3548872470855713
1983_infected.png,1,8.318036317825317
419_infected.png,1,2.13671875
2140_clear.png,0,1.6078505516052246
1244_clear.png,0,1.4747049808502197
924_clear.png,0,4.222526788711548
2021_infected.png,0,9.809274673461914
130_infected.png,1,2.3596251010894775
1740_infected.png,1,2.868319511413574
812_conidiophore.png,2,1.1009235382080078
2074_infected.png,1,2.773695945739746
1164_infected.png,1,2.447733163833618
99_conidiophore.png,2,1.2832951545715332
1993_conidiophore.png,2,1.3196964263916016
1812_infected.png,2,14.685971021652222
567_conidiophore.png,2,1.9852774143218994
1884_clear.png,1,4.503986120223999
2082_infected.png,1,6.595962047576904
277_infected.png,1,2.899733066558838
1347_conidiophore.png,2,2.331463575363159
2177_clear.png,0,3.114786148071289
352_conidiophore.png,2,1.640679121017456
682_clear.png,1,9.928212404251099
1940_conidiophore.png,2,4.676284313201904
1789_conidiophore.png,2,1.7955780029296875
891_clear.png,0,9.049971103668213
1700_conidiophore.png,2,1.788661003112793
1754_conidiophore.png,1,15.856600999832153
1211_infected.png,1,1.517392873764038
2137_infected.png,1,9.208989381790161
1493_clear.png,0,2.40879225730896
1745_clear.png,0,3.161719799041748
1365_infected.png,1,2.8618738651275635
1912_clear.png,0,2.027564525604248
11_clear.png,0,4.890808582305908
1135_clear.png,0,4.359014511108398
17_conidiophore.png,2,1.8055026531219482
1607_conidiophore.png,2,1.8015987873077393
